Time,Temperature,PH,EC,ORP,TDS,DO,Turbidity
10:37 AM,18.94,7.979725496,16.10246575,300,783.9341158,0,0
10:38 AM,19,7.979725496,16.10246575,200,783.9353158,0,0
10:39 AM,19,8.041414817,16.10246575,0,783.9353158,0,0
10:40 AM,19.06,8.041414817,16.10246575,-10,783.9365158,0,0
10:42 AM,19.12,8.041414817,16.10246575,280,790.4138651,0,0
10:43 AM,19.19,7.979725496,16.10246575,50,796.9406771,0,0
10:44 AM,19.25,8.041414817,16.10246575,210,790.4164651,0,0
10:45 AM,19.31,8.041414817,16.10246575,280,796.9430771,0,0
10:46 AM,19.37,8.041414817,16.10246575,0,790.4188651,0,0
10:47 AM,19.44,8.041414817,16.10246575,60,790.4202651,0,0
10:50 AM,19.44,8.103104139,16.10219178,290,790.4202651,0,0
10:51 AM,19.56,8.103104139,16.10246575,-10,796.9480771,0,0
10:52 AM,19.62,8.041414817,16.10246575,100,796.9492771,0,0
10:53 AM,19.62,8.103104139,16.10246575,210,796.9492771,0,0
10:54 AM,19.69,8.041414817,16.10246575,290,796.9506771,0,0
10:55 AM,19.75,8.041414817,16.10246575,200,803.526952,0,0
10:57 AM,19.75,8.103104139,16.10246575,170,803.526952,0,0
10:58 AM,19.87,8.103104139,16.10219178,0,803.529352,0,0
10:59 AM,19.87,8.103104139,16.10246575,140,810.15449,0,0
11:00 AM,19.94,8.103104139,16.10219178,320,810.15589,0,0
11:01 AM,20,8.103104139,16.10191781,290,810.15709,0,0
11:02 AM,20,8.103104139,16.10219178,110,810.15709,0,0
11:05 AM,20.06,8.103104139,16.10219178,140,810.15829,0,0
11:06 AM,20.19,8.041414817,16.10219178,240,816.8364914,0,0
11:07 AM,20.19,8.041414817,16.10219178,100,816.8364914,0,0
11:08 AM,20.25,8.103104139,16.10219178,170,816.8376914,0,0
11:09 AM,20.31,8.041414817,16.10191781,310,816.8388914,0,0
11:10 AM,20.31,8.103104139,16.10219178,310,823.5653565,0,0
11:12 AM,20.37,8.041414817,16.10219178,10,823.5665565,0,0
11:13 AM,20.44,8.103104139,16.10219178,320,823.5679565,0,0
11:14 AM,20.44,8.103104139,16.10191781,320,823.5679565,0,0
11:15 AM,20.5,8.103104139,16.10219178,180,830.3468855,0,0
11:16 AM,20.56,8.103104139,16.10191781,30,830.3480855,0,0
11:17 AM,20.56,8.041414817,16.10219178,20,830.3480855,0,0
11:20 AM,20.62,8.103104139,16.10246575,80,837.1786786,0,0
11:21 AM,20.69,8.103104139,16.10219178,80,837.1800786,0,0
11:22 AM,20.75,8.103104139,16.10219178,310,837.1812786,0,0
11:23 AM,20.75,8.103104139,16.10219178,260,837.1812786,0,0
11:24 AM,20.81,8.103104139,16.10219178,310,844.0639363,0,0
11:25 AM,20.81,8.103104139,16.10219178,300,844.0639363,0,0
11:28 AM,20.87,8.041414817,16.10191781,110,844.0651363,0,0
11:29 AM,21,8.041414817,16.10191781,310,844.0677363,0,0
11:30 AM,21,8.041414817,16.10219178,70,844.0677363,0,0
11:31 AM,21,8.041414817,16.10219178,220,844.0677363,0,0
11:32 AM,21.06,8.041414817,16.10219178,20,844.0689363,0,0
11:33 AM,21.12,8.041414817,16.10219178,40,844.0701363,0,0
11:36 AM,21.12,8.041414817,16.10191781,170,844.0701363,0,0
11:37 AM,21.19,8.041414817,16.10219178,20,851.0054586,0,0
11:38 AM,21.25,8.103104139,16.10219178,310,851.0066586,0,0
11:39 AM,21.25,8.103104139,16.10219178,230,851.0066586,0,0
11:40 AM,21.31,8.103104139,16.10219178,150,857.9946458,0,0
11:41 AM,21.31,8.103104139,16.10191781,310,857.9946458,0,0
11:43 AM,21.37,8.103104139,16.10219178,240,857.9958458,0,0
11:44 AM,21.44,8.041414817,16.10191781,250,857.9972458,0,0
11:45 AM,21.44,8.041414817,16.10191781,310,857.9972458,0,0
11:46 AM,21.44,8.103104139,16.10219178,300,857.9972458,0,0
11:47 AM,21.5,8.103104139,16.10219178,30,857.9984458,0,0
11:48 AM,21.5,8.103104139,16.10191781,310,857.9984458,0,0
11:52 AM,21.56,8.103104139,16.10219178,10,865.0396983,0,0
11:53 AM,21.69,8.041414817,16.10219178,40,865.0422983,0,0
11:54 AM,21.69,8.103104139,16.10191781,300,858.0022458,0,0
11:55 AM,21.75,8.103104139,16.10219178,210,865.0434983,0,0
11:56 AM,21.75,8.103104139,16.10219178,270,865.0434983,0,0
11:57 AM,21.75,8.103104139,16.10191781,250,865.0434983,0,0
11:59 AM,21.81,8.103104139,16.10191781,310,865.0446983,0,0
12:00 PM,21.87,8.103104139,16.10219178,10,872.1396163,0,0
12:01 PM,21.87,8.103104139,16.10219178,230,865.0458983,0,0
12:02 PM,21.94,8.103104139,16.10191781,310,865.0472983,0,0
12:03 PM,21.94,8.103104139,16.10219178,250,872.1410163,0,0
12:04 PM,22,8.041414817,16.10191781,230,872.1422163,0,0
12:07 PM,22,8.103104139,16.10219178,320,872.1422163,0,0
12:08 PM,22.12,8.103104139,16.10219178,310,872.1446163,0,0
12:09 PM,22.12,8.103104139,16.10219178,10,872.1446163,0,0
12:10 PM,22.19,8.103104139,16.10219178,40,872.1460163,0,0
12:11 PM,22.25,8.103104139,16.10191781,270,872.1472163,0,0
12:12 PM,22.25,8.103104139,16.10191781,250,872.1472163,0,0
12:15 PM,22.31,8.164793461,16.10219178,250,872.1484163,0,0
12:16 PM,22.5,8.164793461,16.10219178,130,872.1522163,0,0
12:17 PM,22.56,8.103104139,16.10191781,80,872.1534163,0,0
12:18 PM,22.62,8.164793461,16.10191781,240,872.1546163,0,0
12:19 PM,22.62,8.164793461,16.10219178,110,872.1546163,0,0
12:20 PM,22.69,8.103104139,16.10219178,260,872.1560163,0,0
12:23 PM,22.75,8.103104139,16.10219178,30,879.305,0,0
12:24 PM,22.94,8.164793461,16.10191781,330,879.3088,0,0
12:25 PM,23,8.164793461,16.10191781,210,879.31,0,0
12:26 PM,23,8.164793461,16.10219178,200,879.31,0,0
12:27 PM,23.12,8.164793461,16.10191781,190,886.5146497,0,0
12:28 PM,23.19,8.164793461,16.10219178,50,886.5160497,0,0
12:31 PM,23.25,8.164793461,16.10191781,20,886.5172497,0,0
12:32 PM,23.44,8.164793461,16.10219178,190,893.7781657,0,0
12:33 PM,23.5,8.164793461,16.10191781,140,886.5222497,0,0
12:35 PM,23.56,8.164793461,16.10219178,320,893.7805657,0,0
12:36 PM,23.62,8.103104139,16.10219178,220,893.7817657,0,0
12:37 PM,23.69,8.164793461,16.10191781,230,893.7831657,0,0
12:39 PM,23.75,8.103104139,16.10219178,300,901.0967482,0,0
12:40 PM,23.94,8.103104139,16.10191781,150,901.1005482,0,0
12:41 PM,24,8.103104139,16.10191781,310,901.1017482,0,0
12:42 PM,24,8.164793461,16.10191781,20,901.1017482,0,0
12:43 PM,24.06,8.164793461,16.10191781,310,908.4709974,0,0
12:44 PM,24.12,8.103104139,16.10191781,130,908.4721974,0,0
12:47 PM,24.19,8.164793461,16.10164384,320,923.3782974,0,0
12:48 PM,24.37,8.164793461,16.10191781,10,923.3818974,0,0
12:49 PM,24.44,8.103104139,16.10191781,280,923.3832974,0,0
12:50 PM,24.44,8.164793461,16.10191781,30,923.3832974,0,0
12:51 PM,24.44,8.164793461,16.10191781,20,923.3832974,0,0
12:52 PM,24.5,8.164793461,16.10191781,170,930.9219485,0,0
12:55 PM,24.56,8.103104139,16.10164384,20,946.1702546,0,0
12:56 PM,24.62,8.164793461,16.10191781,60,946.1714546,0,0
12:57 PM,24.69,8.103104139,16.10191781,-20,953.88331,0,0
12:58 PM,24.75,8.103104139,16.10191781,60,953.88451,0,0
12:59 PM,24.75,8.103104139,16.10164384,0,961.653434,0,0
1:00 PM,24.81,8.103104139,16.10191781,0,961.654634,0,0
1:03 PM,24.81,8.103104139,16.10191781,280,969.4824269,0,0
1:04 PM,24.94,8.103104139,16.10191781,310,969.4850269,0,0
1:05 PM,24.94,8.103104139,16.10164384,290,969.4850269,0,0
1:06 PM,24.94,8.103104139,16.10191781,280,977.3720889,0,0
1:07 PM,25,8.103104139,16.10164384,270,977.3732889,0,0
1:08 PM,25,8.103104139,16.10191781,120,969.4862269,0,0
1:11 PM,25.06,8.103104139,16.10191781,160,946.1802546,0,0
1:12 PM,25.12,8.164793461,16.10164384,0,946.1814546,0,0
1:13 PM,25.19,8.164793461,16.10164384,300,946.1828546,0,0
1:14 PM,25.25,8.164793461,16.10191781,-10,938.5316675,0,0
1:15 PM,25.25,8.164793461,16.10164384,60,938.5316675,0,0
1:16 PM,25.25,8.164793461,16.10191781,310,946.1840546,0,0
1:18 PM,25.25,8.103104139,16.10191781,290,946.1840546,0,0
1:19 PM,25.25,8.103104139,16.10191781,310,946.1840546,0,0
1:20 PM,25.31,8.103104139,16.10164384,240,938.5328675,0,0
1:21 PM,25.31,8.103104139,16.10164384,250,938.5328675,0,0
1:22 PM,25.31,8.103104139,16.10164384,20,938.5328675,0,0
1:23 PM,25.37,8.103104139,16.10191781,300,946.1864546,0,0
1:26 PM,25.44,8.103104139,16.10191781,310,946.1878546,0,0
1:27 PM,25.44,8.103104139,16.10164384,170,946.1878546,0,0
1:28 PM,25.44,8.103104139,16.10191781,290,946.1878546,0,0
1:29 PM,25.5,8.103104139,16.10164384,280,953.89951,0,0
1:30 PM,25.5,8.103104139,16.10191781,270,953.89951,0,0
1:31 PM,25.5,8.103104139,16.10164384,130,953.89951,0,0
1:34 PM,25.5,8.103104139,16.10164384,180,953.89951,0,0
1:35 PM,25.56,8.103104139,16.10191781,-20,953.90071,0,0
1:36 PM,25.56,8.103104139,16.10164384,50,953.90071,0,0
1:37 PM,25.62,8.103104139,16.10164384,200,953.90191,0,0
1:38 PM,25.62,8.103104139,16.10164384,10,953.90191,0,0
1:39 PM,25.62,8.103104139,16.10164384,250,961.670834,0,0
1:42 PM,25.62,8.103104139,16.10164384,60,961.670834,0,0
1:43 PM,25.69,8.103104139,16.10164384,290,961.672234,0,0
1:44 PM,25.62,8.103104139,16.10191781,240,961.670834,0,0
1:45 PM,25.69,8.103104139,16.10164384,110,961.672234,0,0
1:46 PM,25.69,8.103104139,16.10164384,-20,961.672234,0,0
1:47 PM,25.69,8.103104139,16.10164384,280,961.672234,0,0
1:49 PM,25.69,8.103104139,16.10164384,300,961.672234,0,0
1:50 PM,25.69,8.103104139,16.10164384,30,961.672234,0,0
1:51 PM,25.69,8.103104139,16.10164384,80,953.90331,0,0
1:52 PM,25.69,8.103104139,16.10164384,280,953.90331,0,0
1:53 PM,25.69,8.103104139,16.10164384,130,953.90331,0,0
1:54 PM,25.69,8.103104139,16.10191781,290,953.90331,0,0
1:57 PM,25.62,8.103104139,16.10191781,10,953.90191,0,0
1:58 PM,25.69,8.103104139,16.10164384,300,953.90331,0,0
1:59 PM,25.69,8.103104139,16.10191781,0,953.90331,0,0
2:00 PM,25.69,8.103104139,16.10191781,-20,953.90331,0,0
2:01 PM,25.69,8.103104139,16.10164384,210,953.90331,0,0
2:02 PM,25.69,8.103104139,16.10191781,-10,953.90331,0,0
2:05 PM,25.62,8.103104139,16.10164384,-20,953.90191,0,0
2:06 PM,25.62,8.103104139,16.10164384,-10,953.90191,0,0
2:07 PM,25.62,8.103104139,16.10191781,300,953.90191,0,0
2:08 PM,25.62,8.103104139,16.10191781,-10,953.90191,0,0
2:09 PM,25.62,8.103104139,16.10191781,20,953.90191,0,0
2:10 PM,25.62,8.103104139,16.10191781,250,953.90191,0,0
2:12 PM,25.62,8.103104139,16.10164384,50,953.90191,0,0
2:13 PM,25.62,8.103104139,16.10164384,-10,953.90191,0,0
2:14 PM,25.56,8.103104139,16.10191781,210,953.90071,0,0
2:15 PM,25.62,8.164793461,16.10164384,160,953.90191,0,0
2:16 PM,25.62,8.103104139,16.10164384,10,953.90191,0,0
2:17 PM,25.56,8.164793461,16.10164384,280,953.90071,0,0
2:20 PM,25.56,8.226482783,16.10164384,150,961.669634,0,0
2:21 PM,25.56,8.226482783,16.10164384,170,961.669634,0,0
2:22 PM,25.56,8.164793461,16.10191781,60,953.90071,0,0
2:23 PM,25.56,8.164793461,16.10164384,0,953.90071,0,0
2:24 PM,25.56,8.164793461,16.10164384,120,961.669634,0,0
2:25 PM,25.56,8.226482783,16.10191781,210,953.90071,0,0
2:28 PM,25.56,8.226482783,16.10191781,120,953.90071,0,0
2:29 PM,25.56,8.226482783,16.10164384,10,953.90071,0,0
2:30 PM,25.56,8.226482783,16.10191781,300,953.90071,0,0
2:31 PM,25.56,8.226482783,16.10191781,180,953.90071,0,0
2:32 PM,25.56,8.226482783,16.10164384,0,953.90071,0,0
2:33 PM,25.5,8.226482783,16.10191781,130,953.89951,0,0
2:35 PM,25.5,8.226482783,16.10191781,200,953.89951,0,0
2:36 PM,25.5,8.226482783,16.10164384,10,953.89951,0,0
2:37 PM,25.5,8.226482783,16.10164384,0,953.89951,0,0
2:38 PM,25.5,8.226482783,16.10164384,300,953.89951,0,0
2:39 PM,25.5,8.226482783,16.10164384,180,953.89951,0,0
2:40 PM,25.5,8.164793461,16.10164384,10,953.89951,0,0
2:42 PM,25.5,8.226482783,16.10164384,290,953.89951,0,0
2:43 PM,25.5,8.226482783,16.10191781,220,953.89951,0,0
2:44 PM,25.5,8.226482783,16.10164384,0,953.89951,0,0
2:45 PM,25.5,8.226482783,16.10164384,0,953.89951,0,0
2:46 PM,25.44,8.226482783,16.10191781,290,953.89831,0,0
2:47 PM,25.5,8.164793461,16.10164384,0,953.89951,0,0
2:50 PM,25.5,8.288172104,16.10136986,120,961.668434,0,0
2:51 PM,25.44,8.226482783,16.10109589,230,961.667234,0,0
2:52 PM,25.44,8.226482783,16.10136986,120,961.667234,0,0
2:53 PM,25.44,8.226482783,16.10109589,10,961.667234,0,0
2:54 PM,25.44,8.226482783,16.10109589,0,961.667234,0,0
2:56 PM,25.44,8.226482783,16.10109589,10,961.667234,0,0
2:59 PM,25.44,8.288172104,16.10136986,320,961.667234,0,0
3:00 PM,25.44,8.288172104,16.10109589,310,961.667234,0,0
3:01 PM,25.37,8.226482783,16.10109589,300,961.665834,0,0
3:02 PM,25.44,8.226482783,16.10109589,100,961.667234,0,0
3:03 PM,25.37,8.226482783,16.10109589,70,961.665834,0,0
3:04 PM,25.37,8.226482783,16.10136986,140,961.665834,0,0
3:06 PM,25.37,8.226482783,16.10109589,230,961.665834,0,0
3:07 PM,25.37,8.226482783,16.10136986,300,961.665834,0,0
3:08 PM,25.37,8.288172104,16.10109589,320,961.665834,0,0
3:09 PM,25.31,8.226482783,16.10136986,120,961.664634,0,0
3:10 PM,25.31,8.288172104,16.10109589,320,961.664634,0,0
3:11 PM,25.37,8.288172104,16.10136986,120,961.665834,0,0
3:14 PM,25.37,8.226482783,16.10109589,20,961.665834,0,0
3:15 PM,25.31,8.226482783,16.10136986,90,961.664634,0,0
3:16 PM,25.31,8.226482783,16.10109589,0,961.664634,0,0
3:17 PM,25.31,8.226482783,16.10136986,10,961.664634,0,0
3:18 PM,25.31,8.288172104,16.10109589,310,961.664634,0,0
3:19 PM,25.31,8.226482783,16.10109589,80,961.664634,0,0
3:22 PM,25.31,8.226482783,16.10136986,150,961.664634,0,0
3:23 PM,25.31,8.226482783,16.10136986,60,961.664634,0,0
3:24 PM,25.25,8.226482783,16.10136986,260,961.663434,0,0
3:25 PM,25.25,8.226482783,16.10136986,10,961.663434,0,0
3:26 PM,25.25,8.288172104,16.10136986,300,961.663434,0,0
3:27 PM,25.25,8.226482783,16.10136986,90,961.663434,0,0
3:30 PM,25.25,8.288172104,16.10136986,130,961.663434,0,0
3:31 PM,25.25,8.288172104,16.10136986,230,961.663434,0,0
3:32 PM,25.25,8.288172104,16.10136986,180,961.663434,0,0
3:33 PM,25.25,8.288172104,16.10136986,300,961.663434,0,0
3:34 PM,25.19,8.288172104,16.10136986,260,961.662234,0,0
3:35 PM,25.25,8.288172104,16.10136986,290,961.663434,0,0
3:38 PM,25.19,8.226482783,16.10136986,90,961.662234,0,0
3:39 PM,25.19,8.288172104,16.10136986,170,961.662234,0,0
3:40 PM,25.19,8.226482783,16.10164384,200,961.662234,0,0
3:41 PM,25.19,8.226482783,16.10136986,240,961.662234,0,0
3:42 PM,25.19,8.226482783,16.10136986,0,961.662234,0,0
3:43 PM,25.19,8.226482783,16.10136986,0,961.662234,0,0
3:46 PM,25.19,8.226482783,16.10136986,50,961.662234,0,0
3:47 PM,25.19,8.226482783,16.10136986,120,961.662234,0,0
3:48 PM,25.19,8.226482783,16.10136986,0,961.662234,0,0
3:49 PM,25.19,8.288172104,16.10136986,140,961.662234,0,0
3:51 PM,25.12,8.226482783,16.10136986,260,961.660834,0,0
3:52 PM,25.12,8.288172104,16.10136986,320,961.660834,0,0
3:55 PM,25.12,8.226482783,16.10136986,320,961.660834,0,0
3:56 PM,25.12,8.226482783,16.10136986,-10,969.4886269,0,0
3:57 PM,25.12,8.226482783,16.10136986,150,961.660834,0,0
3:58 PM,25.12,8.226482783,16.10136986,310,961.660834,0,0
3:59 PM,25.12,8.226482783,16.10136986,190,961.660834,0,0
4:00 PM,25.12,8.226482783,16.10164384,0,961.660834,0,0
4:02 PM,25.12,8.226482783,16.10136986,310,961.660834,0,0
4:03 PM,25.12,8.226482783,16.10164384,240,961.660834,0,0
4:04 PM,25.12,8.226482783,16.10164384,0,961.660834,0,0
4:05 PM,25.06,8.226482783,16.10136986,100,961.659634,0,0
4:06 PM,25.06,8.226482783,16.10136986,110,961.659634,0,0
4:07 PM,25.06,8.226482783,16.10164384,300,969.4874269,0,0
4:11 PM,25.06,8.226482783,16.10164384,60,961.659634,0,0
4:12 PM,25.06,8.226482783,16.10136986,230,961.659634,0,0
4:13 PM,25.06,8.226482783,16.10136986,300,961.659634,0,0
4:14 PM,25.06,8.226482783,16.10136986,140,961.659634,0,0
4:15 PM,25.06,8.226482783,16.10136986,130,961.659634,0,0
4:16 PM,25.06,8.226482783,16.10136986,250,961.659634,0,0
4:18 PM,25.06,8.226482783,16.10164384,300,961.659634,0,0
4:19 PM,25.06,8.226482783,16.10136986,300,961.659634,0,0
4:20 PM,25.06,8.226482783,16.10136986,120,961.659634,0,0
4:21 PM,25.06,8.226482783,16.10164384,10,969.4874269,0,0
4:22 PM,25.06,8.288172104,16.10136986,320,961.659634,0,0
4:23 PM,25.06,8.226482783,16.10136986,110,961.659634,0,0
4:25 PM,25,8.288172104,16.10136986,140,969.4862269,0,0
4:27 PM,25,8.349861426,16.10136986,250,969.4862269,0,0
4:28 PM,25,8.288172104,16.10109589,10,961.658434,0,0
4:29 PM,25,8.288172104,16.10136986,300,969.4862269,0,0
4:30 PM,25,8.349861426,16.10109589,320,961.658434,0,0
4:31 PM,25,8.288172104,16.10109589,300,961.658434,0,0
4:34 PM,25,8.288172104,16.10136986,260,961.658434,0,0
4:35 PM,25,8.288172104,16.10136986,290,961.658434,0,0
4:36 PM,25,8.288172104,16.10164384,60,961.658434,0,0
4:37 PM,25,8.288172104,16.10136986,300,961.658434,0,0
4:38 PM,25,8.288172104,16.10136986,30,961.658434,0,0
4:39 PM,25,8.288172104,16.10136986,120,961.658434,0,0
4:42 PM,25,8.288172104,16.10136986,10,961.658434,0,0
4:43 PM,25,8.288172104,16.10136986,300,961.658434,0,0
4:44 PM,25,8.288172104,16.10136986,310,961.658434,0,0
4:45 PM,25,8.288172104,16.10136986,250,961.658434,0,0
4:46 PM,25,8.288172104,16.10164384,0,961.658434,0,0
4:47 PM,25,8.288172104,16.10136986,130,961.658434,0,0
4:50 PM,25,8.349861426,16.10136986,150,961.658434,0,0
4:51 PM,24.94,8.349861426,16.10136986,300,961.657234,0,0
4:52 PM,24.94,8.288172104,16.10164384,20,961.657234,0,0
4:53 PM,24.94,8.349861426,16.10136986,240,961.657234,0,0
4:54 PM,24.94,8.349861426,16.10136986,140,961.657234,0,0
4:55 PM,24.94,8.349861426,16.10136986,320,961.657234,0,0
4:58 PM,24.94,8.349861426,16.10136986,300,961.657234,0,0
4:59 PM,25,8.349861426,16.10164384,30,961.658434,0,0
5:00 PM,24.94,8.349861426,16.10136986,250,961.657234,0,0
5:01 PM,24.94,8.349861426,16.10164384,20,961.657234,0,0
5:02 PM,25,8.349861426,16.10136986,300,961.658434,0,0
5:03 PM,24.94,8.349861426,16.10164384,130,961.657234,0,0
5:06 PM,24.94,8.349861426,16.10136986,300,969.4850269,0,0
5:07 PM,24.94,8.349861426,16.10136986,270,969.4850269,0,0
5:08 PM,24.94,8.349861426,16.10164384,60,969.4850269,0,0
5:09 PM,24.94,8.349861426,16.10136986,60,969.4850269,0,0
5:10 PM,24.94,8.349861426,16.10136986,320,969.4850269,0,0
